metric,service,service_type,node,container,task,job,instance,address,duration_seconds,completed_at,started_at
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13338500099962403,2025-09-26 18:50:47+00:00,2025-09-26 18:50:46.866615+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9204908349997822,2025-09-26 18:50:47+00:00,2025-09-26 18:50:46.079509+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.0358505210001567,2025-09-26 18:51:17+00:00,2025-09-26 18:51:14.964149+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8369119899998623,2025-09-26 18:51:17+00:00,2025-09-26 18:51:14.163088+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.0463367350002954,2025-09-26 18:51:17+00:00,2025-09-26 18:51:15.953663+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13441593300012755,2025-09-26 18:51:17+00:00,2025-09-26 18:51:16.865584+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9204908349997822,2025-09-26 18:51:17+00:00,2025-09-26 18:51:16.079509+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.4498829150002166,2025-09-26 18:51:47+00:00,2025-09-26 18:51:44.550117+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.0463367350002954,2025-09-26 18:51:47+00:00,2025-09-26 18:51:45.953663+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9204908349997822,2025-09-26 18:51:47+00:00,2025-09-26 18:51:46.079509+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13441593300012755,2025-09-26 18:51:47+00:00,2025-09-26 18:51:46.865584+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.803367185999832,2025-09-26 18:51:47+00:00,2025-09-26 18:51:44.196633+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9969642750002095,2025-09-26 18:52:17+00:00,2025-09-26 18:52:16.003036+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.1405193680002412,2025-09-26 18:52:17+00:00,2025-09-26 18:52:15.859481+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13392250300012165,2025-09-26 18:52:17+00:00,2025-09-26 18:52:16.866077+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.6117081000002145,2025-09-26 18:52:17+00:00,2025-09-26 18:52:14.388292+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.5890097719998266,2025-09-26 18:52:17+00:00,2025-09-26 18:52:15.410990+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12497015299959457,2025-09-26 18:52:47+00:00,2025-09-26 18:52:46.875030+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.1405193680002412,2025-09-26 18:52:47+00:00,2025-09-26 18:52:45.859481+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.6117081000002145,2025-09-26 18:52:47+00:00,2025-09-26 18:52:44.388292+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9630134970002473,2025-09-26 18:52:47+00:00,2025-09-26 18:52:46.036987+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.5890097719998266,2025-09-26 18:52:47+00:00,2025-09-26 18:52:45.410990+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.026184655000179,2025-09-26 18:53:17+00:00,2025-09-26 18:53:14.973815+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.6117081000002145,2025-09-26 18:53:17+00:00,2025-09-26 18:53:14.388292+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12497015299959457,2025-09-26 18:53:17+00:00,2025-09-26 18:53:16.875030+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9630134970002473,2025-09-26 18:53:17+00:00,2025-09-26 18:53:16.036987+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.1405193680002412,2025-09-26 18:53:17+00:00,2025-09-26 18:53:15.859481+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.026184655000179,2025-09-26 18:53:47+00:00,2025-09-26 18:53:44.973815+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.651673149999624,2025-09-26 18:53:47+00:00,2025-09-26 18:53:44.348327+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.9985746100001052,2025-09-26 18:53:47+00:00,2025-09-26 18:53:46.001425+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12442946900046081,2025-09-26 18:53:47+00:00,2025-09-26 18:53:46.875571+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8883558280003854,2025-09-26 18:53:47+00:00,2025-09-26 18:53:46.111644+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.651673149999624,2025-09-26 18:54:17+00:00,2025-09-26 18:54:14.348327+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.026184655000179,2025-09-26 18:54:17+00:00,2025-09-26 18:54:14.973815+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6371080600001733,2025-09-26 18:54:17+00:00,2025-09-26 18:54:16.362892+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13058653699954448,2025-09-26 18:54:17+00:00,2025-09-26 18:54:16.869413+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8883558280003854,2025-09-26 18:54:17+00:00,2025-09-26 18:54:16.111644+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6371080600001733,2025-09-26 18:54:47+00:00,2025-09-26 18:54:46.362892+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8883558280003854,2025-09-26 18:54:47+00:00,2025-09-26 18:54:46.111644+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.7903289639998547,2025-09-26 18:54:47+00:00,2025-09-26 18:54:45.209671+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.4275759689999177,2025-09-26 18:54:47+00:00,2025-09-26 18:54:44.572424+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13058653699954448,2025-09-26 18:54:47+00:00,2025-09-26 18:54:46.869413+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6371080600001733,2025-09-26 18:55:17+00:00,2025-09-26 18:55:16.362892+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.410988214000099,2025-09-26 18:55:17+00:00,2025-09-26 18:55:14.589012+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.867141552999783,2025-09-26 18:55:17+00:00,2025-09-26 18:55:16.132858+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8115946440002517,2025-09-26 18:55:17+00:00,2025-09-26 18:55:14.188405+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12565581600028963,2025-09-26 18:55:17+00:00,2025-09-26 18:55:16.874344+00:00
